i,item,itemLabel,oeblid,apis_id
9300,http://www.wikidata.org/entity/Q8504064,Gandolph von Kuenburg,K/Kuenburg_Gandolph_1841_1921,66697.0
9301,http://www.wikidata.org/entity/Q9155386,Anna Libera,L/Libera_Anna-Barbara_1805_1885,63457.0
9302,http://www.wikidata.org/entity/Q9145756,Aleksander Mniszek-Tchorznicki,M/Mniszek-Tchorznicki_Aleksander_1851_1916,93436.0
9303,http://www.wikidata.org/entity/Q9176849,Bolesław Orzechowicz,O/Orzechowicz_Boleslaw_1847_1927,52954.0
9304,http://www.wikidata.org/entity/Q9140120,Adam Pajgert,P/Pajgert_Adam_1829_1872,52515.0
9305,http://www.wikidata.org/entity/Q9157363,Antoni Schneider,S/Schneider_Antoni-Julian_1825_1880,39848.0
9306,http://www.wikidata.org/entity/Q9253538,Emil Prochaska,P/Prochaska_Emil_1877_1925,48405.0
9307,http://www.wikidata.org/entity/Q9202833,Dawid Schreiber,S/Schreiber_David_1874_1942,38538.0
9308,http://www.wikidata.org/entity/Q9341700,Stanisław Bądzyński,B/Badzynski-Badzyna-Junosza_Stanislaw-Ludwik-Filip_1862_1929,
9309,http://www.wikidata.org/entity/Q9323799,Rudolf Kotula,K/Kotula_Rudolf_1875_1940,68638.0
9310,http://www.wikidata.org/entity/Q9345177,Stefan Majewski,M/Majewski_Stefan_1867_1936,59893.0
9311,http://www.wikidata.org/entity/Q9264081,Fryderyk Papée,P/Papee_Fryderyk_1856_1940,52842.0
9312,http://www.wikidata.org/entity/Q9342762,Stanisław Pareński,P/Parenski_Stanislaw_1843_1913,52110.0
9313,http://www.wikidata.org/entity/Q9258738,Feliks Radwański,R/Radwanski_Feliks_1789_1861,47063.0
9314,http://www.wikidata.org/entity/Q9291598,Hermann Maximilian Schmidt-Goebel,S/Schmid_Hermann-Maximilian_1809_1882,
9315,http://www.wikidata.org/entity/Q9281969,Grzegorz Michał Szymonowicz,S/Szymonowicz_Grzegorz-Michal_1800_1875,28234.0
9316,http://www.wikidata.org/entity/Q9309945,Rezső Temesváry,T/Temesvary_Rezsoe_1864_1944,27885.0
9317,http://www.wikidata.org/entity/Q9356775,Theodor Karl Haase,H/Haase_Theodor-Karl_1834_1909,79996.0
9318,http://www.wikidata.org/entity/Q9382041,Władysław Leopold Jaworski,J/Jaworski_Wladyslaw-Leopold_1865_1930,75052.0
9319,http://www.wikidata.org/entity/Q9381971,Władysław Kosiński,K/Kosinski_Wladyslaw_1844_1914,68441.0
9320,http://www.wikidata.org/entity/Q9392949,Zygmunt Kozłowski,K/Kozlowski_Zygmunt-Bolesta_1831_1893,68115.0
9321,http://www.wikidata.org/entity/Q9370513,Walery Łoziński,L/Lozinski_Walery_1837_1861,61417.0
9322,http://www.wikidata.org/entity/Q9382205,Władysław Pilat,P/Pilat_Wladyslaw_1857_1908,50606.0
9323,http://www.wikidata.org/entity/Q9354806,Tadeusz Rutowski,R/Rutowski_Tadeusz_1853_1918,43426.0
9324,http://www.wikidata.org/entity/Q9370449,Walerian Serwatowski,S/Serwatowski_Walerian_1810_1891,35138.0
9325,http://www.wikidata.org/entity/Q9371642,Wawrzyniec Teisseyre,T/Teisseyre_Karol-Wawrzyniec_1860_1939,27800.0
9326,http://www.wikidata.org/entity/Q10093755,Karl Friedrich Krüger,K/Krueger_Karl-Friedrich_1765_1828,67147.0
9327,http://www.wikidata.org/entity/Q10539526,Jan Voborník,V/Vobornik_Jan_1854_1946,
9328,http://www.wikidata.org/entity/Q10816489,Josef Hellich,H/Hellich_Josef-Adalbert_1807_1880,78132.0
9329,http://www.wikidata.org/entity/Q10729236,Albert Milota,M/Milota_Albert_1877_1940,56916.0
9330,http://www.wikidata.org/entity/Q10860797,Zikmund Kolešovský,K/Kolesovsky_Zikmund-Michael_1817_1868,69155.0
9331,http://www.wikidata.org/entity/Q10854076,Antonín Podlaha,P/Podlaha_Antonin_1865_1932,49776.0
9332,http://www.wikidata.org/entity/Q10856425,Arnošt Tvarůžek,T/Tvaruzek_Arnost_1865_1936,
9333,http://www.wikidata.org/entity/Q10854173,Antonín Vávra,V/Vavra_Antonin_1848_1928,
9334,http://www.wikidata.org/entity/Q10853923,Antonín Jaroslav Vrťátko,V/Vrtatko_Antonin-Jaroslav_1815_1892,
9335,http://www.wikidata.org/entity/Q11065945,Bedřich Peška,P/Peska_Bedrich_1820_1904,51140.0
9336,http://www.wikidata.org/entity/Q11065967,Bedřich Piskač,P/Piskac_Bedrich_1898_1929,50122.0
9337,http://www.wikidata.org/entity/Q11221473,Jaroslav Hlava,H/Hlava_Jaroslav_1855_1924,76978.0
9338,http://www.wikidata.org/entity/Q11285857,Jerzy Henryk Lubomirski,L/Lubomirski_Jerzy_1817_1872,61455.0
9339,http://www.wikidata.org/entity/Q11716372,Jakub Bojko,B/Bojko_Jakob_1857_1943,88489.0
9340,http://www.wikidata.org/entity/Q11690207,Christian Genersich,G/Genersich_Christian_1759_1825,82337.0
9341,http://www.wikidata.org/entity/Q11698823,Franz Hofer,H/Hofer_Franz_1885_1915,76630.0
9342,http://www.wikidata.org/entity/Q11711227,Ignacy Kamiński,K/Kaminski_Ignacy_1820_1902,73457.0
9343,http://www.wikidata.org/entity/Q11730506,Józef Kasznica,K/Kasznica_Jozef_1834_1887,72546.0
9344,http://www.wikidata.org/entity/Q11719408,Jan Wincenty Kopff,K/Kopff_Johann-Vincenz_1763_1832,68846.0
9345,http://www.wikidata.org/entity/Q11738029,Kazimierz Kostanecki,K/Kostanecki_Kazimierz_1863_1940,68533.0
9346,http://www.wikidata.org/entity/Q11735670,Karel Kuffner,K/Kuffner_Karl_1858_1940,66753.0
9347,http://www.wikidata.org/entity/Q11736199,Karol Mecherzyński,M/Mecherzynski_Karol_1800_1881,58554.0
9348,http://www.wikidata.org/entity/Q11737941,Kazimierz Jan Miczyński,M/Miczynski_Kazimierz_1868_1918,57248.0
9349,http://www.wikidata.org/entity/Q11697092,Ernő Emil Moravcsik,M/Moravcsik_Ernoe-Emil_1858_1924,56799.0
9350,http://www.wikidata.org/entity/Q11736037,Karol Fryderyk Otremba,O/Otremba_Karol-Fryderyk-August_1800_1876,53031.0
9351,http://www.wikidata.org/entity/Q11718780,Jan Ptaśnik,P/Ptasnik_Jan_1876_1930,47929.0
9352,http://www.wikidata.org/entity/Q11731233,Józef Rafacz,R/Rafacz_Jozef_1890_1944,47099.0
9353,http://www.wikidata.org/entity/Q11731322,Józef Sare,S/Sare_Jozef_1850_1929,42668.0
9354,http://www.wikidata.org/entity/Q11725459,Jerzy Struszkiewicz,S/Struszkiewicz_Jerzy_1883_1948,29726.0
9355,http://www.wikidata.org/entity/Q11706888,Břetislav Tolman,T/Tolman_Bretislav_1873_1937,91765.0
9356,http://www.wikidata.org/entity/Q11764172,Louise von Holtei,H/Holtei_Luise_1800_1825,76278.0
9357,http://www.wikidata.org/entity/Q11774365,David Kuh,K/Kuh_David_1819_1879,66048.0
9358,http://www.wikidata.org/entity/Q11781716,Miroslav Malovrh,M/Malovrh_Miroslav_1861_1922,60035.0
9359,http://www.wikidata.org/entity/Q11763869,Ludwik Młynek,M/Mlynek_Ludwik_1864_1941,57151.0
9360,http://www.wikidata.org/entity/Q11764030,Ludovica Rosa Gräfin Ossoliński,O/Ossolinska_Ludwika-Roza_1797_1850,52971.0
9361,http://www.wikidata.org/entity/Q11780880,Mikołaj Rey,R/Rey_Mikolaj_1866_1932,45734.0
9362,http://www.wikidata.org/entity/Q11766673,Maksymilian Rutkowski,R/Rutkowski_Maksymilian_1867_1947,43420.0
9363,http://www.wikidata.org/entity/Q11763564,Ludomir Sawicki,S/Sawicki_Ludomir_1884_1928,42891.0
9364,http://www.wikidata.org/entity/Q11818113,Piotr Steinkeller,S/Steinkeller_Piotr-Antoni_1799_1854,31385.0
9365,http://www.wikidata.org/entity/Q11878404,Emanuel Boricky,B/Boricky_Emanuel_1840_1881,87805.0
9366,http://www.wikidata.org/entity/Q11878418,Emanuel Heinrich Komers von Lindenbach,K/Komers-Lindenbach_Emanuel-Heinrich_1810_1889,69378.0
9367,http://www.wikidata.org/entity/Q11878442,Emanuel Kubíček,K/Kubicek_Emanuel_1873_1933,66509.0
9368,http://www.wikidata.org/entity/Q11878444,Emanuel Kusý,K/Kusy-Dubrav_Emanuel_1844_1905,65717.0
9369,http://www.wikidata.org/entity/Q11876912,Egon Lerch,L/Lerch_Egon_1886_1915,63793.0
9370,http://www.wikidata.org/entity/Q11899907,Vilém Pospíšil,P/Pospisil_Vilem_1873_1942,48472.0
9371,http://www.wikidata.org/entity/Q12020888,Hugo Baar,B/Baar_Hugo_1873_1912,89644.0
9372,http://www.wikidata.org/entity/Q12023726,Jaroslav Bakeš,B/Bakes_Jaroslav_1871_1930,
9373,http://www.wikidata.org/entity/Q12025758,Karl Hickel,H/Hickel_Karl_1811_1855,77320.0
9374,http://www.wikidata.org/entity/Q12016922,František Krásl,K/Krasl_Frantisek_1844_1907,67732.0
9375,http://www.wikidata.org/entity/Q12019422,Helena Malířová,M/Malirova_Helena_1877_1940,60001.0
9376,http://www.wikidata.org/entity/Q12022826,Jan Melič,M/Melic_Johann_1763_1837,58141.0
9377,http://www.wikidata.org/entity/Q12017305,František Michl,M/Michl_Frantisek_1850_1900,57979.0
9378,http://www.wikidata.org/entity/Q12022428,Jan Bohuslav Miltner,M/Miltner_Jan-Bohuslav_1841_1887,56925.0
9379,http://www.wikidata.org/entity/Q12017105,František Jan Mošner,M/Mosner_Frantisek_1797_1876,56356.0
9380,http://www.wikidata.org/entity/Q12022372,Jan Alois Sudiprav Rettig,R/Rettig_Jan-Alois-Sudiprav_1774_1844,45619.0
9381,http://www.wikidata.org/entity/Q12017474,František Schmoranz,S/Schmoranz_Frantisek_1814_1902,40325.0
9382,http://www.wikidata.org/entity/Q12017800,Franz Schreiber,S/Schreiber_Franz_1897_1947,38556.0
9383,http://www.wikidata.org/entity/Q12018528,Gustav Franz von Schreiner,S/Schreiner_Gustav-Franz-Xav_1793_1872,37935.0
9384,http://www.wikidata.org/entity/Q12003473,Ferdinand von Schrott,S/Schrott_Ferdinand_1843_1921,37585.0
9385,http://www.wikidata.org/entity/Q12002978,Ferdinand Schulz,S/Schulz_Ferdinand_1835_1905,36761.0
9386,http://www.wikidata.org/entity/Q12023070,Johann Baptist Schwetz,S/Schwetz_Johann-Bapt_1803_1890,
9387,http://www.wikidata.org/entity/Q12022301,Jakub Seifert,S/Seifert_Jakub_1846_1919,35443.0
9388,http://www.wikidata.org/entity/Q12023120,Johann Skrejšovsky,S/Skrejsovsky_Jan-Stanislav_1831_1883,34111.0
9389,http://www.wikidata.org/entity/Q12017492,František Snopek,S/Snopek_Frantisek_1853_1921,33791.0
9390,http://www.wikidata.org/entity/Q12017711,František Špatný,S/Spatny_Frantisek_1814_1883,32915.0
9391,http://www.wikidata.org/entity/Q12001298,Věnceslava Lužická,S/Srbova_Anna_1835_1920,32639.0
9392,http://www.wikidata.org/entity/Q12017541,František Turinský,T/Turinsky_Frantisek_1797_1852,
9393,http://www.wikidata.org/entity/Q12024855,Jindřich Vodák,V/Vodak_Jindrich_1867_1940,
9394,http://www.wikidata.org/entity/Q12017320,František Mnohoslav Vrána,V/Vrana_Frantisek_1853_1882,
9395,http://www.wikidata.org/entity/Q12003494,Ferdinand von Wimmer,W/Wimmer_Ferdinand_1860_1919,
9396,http://www.wikidata.org/entity/Q12028158,Karel Chodounský,C/Chodounsky_Karl_1843_1931,86768.0
9397,http://www.wikidata.org/entity/Q12028221,Karel Habětínek,H/Habietinek_Karl_1830_1915,80112.0
9398,http://www.wikidata.org/entity/Q12028325,Karel Konrád,K/Konrad_Karel_1842_1894,68741.0
9399,http://www.wikidata.org/entity/Q12026248,Josef Kopallik,K/Kopallik_Joseph_1849_1897,68807.0
9400,http://www.wikidata.org/entity/Q60515643,Johann Beyer,B/Beyer_Johann_1801_1876,88631.0
9401,http://www.wikidata.org/entity/Q60557902,Andrej Munih,M/Munih_Andrej_1875_1919,55426.0
9402,http://www.wikidata.org/entity/Q60620059,Hartmann Ammann,A/Ammann_Hartmann_1856_1930,90490.0
9403,http://www.wikidata.org/entity/Q60623075,Karl Anthofer,A/Anthofer_Karl_1820_1894,90666.0
9404,http://www.wikidata.org/entity/Q60623102,Carl Ausserer,A/Ausserer_Carl_1883_1950,89595.0
9405,http://www.wikidata.org/entity/Q60623129,Josef von Baumrucker-Robelswald,B/Baumrucker-Robelswald_Josef_1822_1887,89459.0
9406,http://www.wikidata.org/entity/Q60623136,Anton von Bechtolsheim,B/Bechtolsheim_Anton_1834_1904,89514.0
9407,http://www.wikidata.org/entity/Q60623171,Johann Baptist Biedermann,B/Biedermann_Johann-Baptist_1844_1923,88711.0
9408,http://www.wikidata.org/entity/Q60623178,Karl Frh. Binder von Kriegelstein,B/Binder-Kriegelstein_Karl_1869_1905,88798.0
9409,http://www.wikidata.org/entity/Q60623201,Anton Blechschmidt,B/Blechschmidt_Anton_1841_1916,88259.0
9410,http://www.wikidata.org/entity/Q60623221,Anton Frh. Bourguignon von Baumberg,B/Bourguignon-Baumberg_Anton_1766_1833,87867.0
9411,http://www.wikidata.org/entity/Q60623235,Heinrich Brell,B/Brell_Heinrich_1877_1934,88064.0
9412,http://www.wikidata.org/entity/Q60623245,August Brunlechner,B/Brunlechner_August_1849_1916,87524.0
9413,http://www.wikidata.org/entity/Q60623266,Alfred von Buschmann,B/Buschmann_Alfred_1846_1932,87088.0
9414,http://www.wikidata.org/entity/Q60623294,Eduard Coumont,C/Coumont_Eduard_1861_1930,86988.0
9415,http://www.wikidata.org/entity/Q60623299,Else Cronbach,C/Cronbach_Else_1879_1913,87000.0
9416,http://www.wikidata.org/entity/Q60623321,Josef Damian,D/Damian_Josef_1851_1930,86579.0
9417,http://www.wikidata.org/entity/Q60623349,Paul Dedic,D/Dedic_Paul_1890_1950,86711.0
9418,http://www.wikidata.org/entity/Q60623361,Ferdinand Deutelmoser,D/Deutelmoser_Ferdinand_1875_1941,86205.0
9419,http://www.wikidata.org/entity/Q60623366,Gottlieb Dietl,D/Dietl_Gottlieb_1862_1946,86277.0
9420,http://www.wikidata.org/entity/Q60623472,Karl Paul Eckardt,E/Eckardt_Karl-Paul_1857_1946,85472.0
9421,http://www.wikidata.org/entity/Q60623498,Fritz Eisler,E/Eisler_Fritz_1883_1936,85160.0
9422,http://www.wikidata.org/entity/Q60623507,Moritz Epstein,E/Epstein_Moritz_1844_1915,84775.0
9423,http://www.wikidata.org/entity/Q60623509,Anton Erben,E/Erben_Anton_1835_1905,84791.0
9424,http://www.wikidata.org/entity/Q60623516,Max Eugling,E/Eugling_Max_1880_1950,84312.0
9425,http://www.wikidata.org/entity/Q60623536,Bruno Fiedler,F/Fiedler_Bruno_1889_1939,84203.0
9426,http://www.wikidata.org/entity/Q60623544,Rudolf Förster-Streffleur,F/Foerster-Streffleur_Rudolf_1864_1946,83846.0
9427,http://www.wikidata.org/entity/Q60623577,Ferdinand Fruwirt  d. J.,F/Fruwirt_Ferdinand_1841_1892,83075.0
9428,http://www.wikidata.org/entity/Q60623609,Lajos Gebhardt,G/Gebhardt_Lajos_1836_1908,82238.0
9429,http://www.wikidata.org/entity/Q60623615,Jakob Gepp,G/Gepp_Jakob_1753_1822,82365.0
9430,http://www.wikidata.org/entity/Q60623616,Hermann Gerhardinger,G/Gerhardinger_Hermann_1888_1949,82377.0
9431,http://www.wikidata.org/entity/Q60623617,Eduard Gerisch,G/Gerisch_Eduard_1853_1913,
9432,http://www.wikidata.org/entity/Q60623673,Rupert Griessl,G/Griessl_Rupert_1854_1924,80589.0
9433,http://www.wikidata.org/entity/Q60623682,Josef Grinner,G/Grinner_Josef_1870_1934,80632.0
9434,http://www.wikidata.org/entity/Q60623687,Adolf Gröger,G/Groeger_Adolf_1868_1918,80675.0
9435,http://www.wikidata.org/entity/Q60623730,Johann Ev. Habermann,H/Habermann_Johann-Ev_1849_1935,80088.0
9436,http://www.wikidata.org/entity/Q60623738,Josef Haerdtl,H/Haerdtl_Josef_1858_1913,79532.0
9437,http://www.wikidata.org/entity/Q1032741,Emerich Hajnik,H/Hajnik_Emerich_1840_1902,79748.0
9438,http://www.wikidata.org/entity/Q60623749,Eduard Voitus van Hamme,H/Hamme_Eduard-Voitus_1856_1921,79161.0
9439,http://www.wikidata.org/entity/Q60623753,Theodor Hampel,H/Hampel_Theodor_1802_1886,79180.0
9440,http://www.wikidata.org/entity/Q60623761,Vincenz Hansel,H/Hansel_Vincenz_1853_1929,79303.0
9441,http://www.wikidata.org/entity/Q60623765,Leopold Harmer,H/Harmer_Leopold_1869_1945,79388.0
9442,http://www.wikidata.org/entity/Q60623767,August Harpf,H/Harpf_August_1861_1925,79399.0
9443,http://www.wikidata.org/entity/Q60623778,Franz Hauke,H/Hauke_Franz_1852_1915,78923.0
9444,http://www.wikidata.org/entity/Q60623781,Johann Hausotter,H/Hausotter_Johann_1847_1926,93174.0
9445,http://www.wikidata.org/entity/Q60623788,Adolf Hecht,H/Hecht_Adolf_1876_1945,78432.0
9446,http://www.wikidata.org/entity/Q60623790,Otmar Hegemann,H/Hegemann_Otmar_1869_1917,78485.0
9447,http://www.wikidata.org/entity/Q60623794,Fritz Heigl,H/Heigl_Fritz_1895_1930,78575.0
9448,http://www.wikidata.org/entity/Q60623799,Moritz Heitler,H/Heitler_Moritz_1848_1923,78712.0
9449,http://www.wikidata.org/entity/Q60623812,Edmund Herrmann,H/Herrmann_Edmund_1875_1930,77783.0
9450,http://www.wikidata.org/entity/Q60623813,Leopold Franz Herrmann,H/Herrmann_Leopold-Franz_1785_1839,93145.0
9451,http://www.wikidata.org/entity/Q60623819,Franz Herzlieb d. J.,H/Herzlieb_Franz_1844_1874,
9452,http://www.wikidata.org/entity/Q60623820,Josef Herzmann,H/Herzmann_Josef_1859_1885,77877.0
9453,http://www.wikidata.org/entity/Q60623822,Bernhard Herzmansky  d. Ä.,H/Herzmansky_Bernhard_1852_1921,77887.0
9454,http://www.wikidata.org/entity/Q60623825,Emil Hettwer,H/Hettwer_Emil_1847_1934,77976.0
9455,http://www.wikidata.org/entity/Q60623837,Josef Ferdinand Hiebl,H/Hiebl_Josef-Ferdinand_1862_1929,77336.0
9456,http://www.wikidata.org/entity/Q60623848,Hermann Theodor Hillischer,H/Hillischer_Hermann-Theodor_1850_1926,77419.0
9457,http://www.wikidata.org/entity/Q60623869,Maximilian Hitschmann,H/Hitschmann_Maximilian_1870_1950,77650.0
9458,http://www.wikidata.org/entity/Q60623871,Eduard Hlatky,H/Hlatky_Eduard_1834_1913,76972.0
9459,http://www.wikidata.org/entity/Q60623872,Joseph Anton Hoch-Müller,H/Hoch-Mueller_Joseph-Anton_1794_1866,77010.0
9460,http://www.wikidata.org/entity/Q60623873,Rudolf Hochegger,H/Hochegger_Rudolf_1862_1895,77022.0
9461,http://www.wikidata.org/entity/Q60623882,Erich Hönig von Hönigsberg,H/Hoenig-Hoenigsberg_Erich_1894_1945,77207.0
9462,http://www.wikidata.org/entity/Q60623889,Olga Hoffmann-Canstein,H/Hoffmann-Canstein_Olga_1872_1948,76680.0
9463,http://www.wikidata.org/entity/Q60623901,Fridolin Hohenleitner,H/Hohenleitner_Fridolin_1883_1914,76837.0
9464,http://www.wikidata.org/entity/Q60623911,Albert Hopffer,H/Hopffer_Albert_1854_1933,76390.0
9465,http://www.wikidata.org/entity/Q60623937,Christian Wilhelm Huber,H/Huber_Christian-Wilhelm_1804_1871,76066.0
9466,http://www.wikidata.org/entity/Q60623936,Johann Huber von Penig,H/Huber-Penig_Johann_1847_1906,76034.0
9467,http://www.wikidata.org/entity/Q60623941,Ludwig Hübner,H/Huebner_Ludwig_1839_1918,76157.0
9468,http://www.wikidata.org/entity/Q60660360,Anton Kaspret,K/Kaspret_Anton_1850_1920,72462.0
9469,http://www.wikidata.org/entity/Q60644717,Johann Nepomuk Kömm,K/Koemm_Johann-Nep_1779_1851,70088.0
9470,http://www.wikidata.org/entity/Q60633656,Emil Roos,R/Roos_Emil_1868_1934,44738.0
9471,http://www.wikidata.org/entity/Q60767979,Stefan Vujanovski,V/Vujanovski_Stefan_1737_1829,
9472,http://www.wikidata.org/entity/Q60843092,Hugo Abensberg und Traun,A/Abensberg-Traun_Hugo_1828_1904,
9473,http://www.wikidata.org/entity/Q60842830,Rudolf von Beyer,B/Beyer_Rudolf_1810_1850,88637.0
9474,http://www.wikidata.org/entity/Q60843994,Josef Danei,D/Danei_Josef_1782_1826,86591.0
9475,http://www.wikidata.org/entity/Q60814941,Wenzel Hybler,H/Hybler_Wenzel_1847_1920,75674.0
9476,http://www.wikidata.org/entity/Q60814954,Benzion Igel,I/Igel_Benzion_1838_1898,75711.0
9477,http://www.wikidata.org/entity/Q60815066,Jurislav Janušić,J/Janusic_Jurislav_1881_1908,74886.0
9478,http://www.wikidata.org/entity/Q60815074,Anton Hieronymus Jarisch,J/Jarisch_Anton-Hieronymus_1818_1890,74920.0
9479,http://www.wikidata.org/entity/Q60815100,Karl Jeczmieniowski,J/Jeczmieniowski_Karl_1856_1918,75070.0
9480,http://www.wikidata.org/entity/Q60815141,Friedrich Jihn von Solwegen,J/Jihn-Solwegen_Friedrich_1852_1913,74601.0
9481,http://www.wikidata.org/entity/Q60815154,Lothar Johanny,J/Johanny_Lothar_1835_1886,74678.0
9482,http://www.wikidata.org/entity/Q60815161,Friedrich Frh. von John,J/John_Friedrich_1854_1917,73968.0
9483,http://www.wikidata.org/entity/Q60815230,Karl Kaderschafka,K/Kaderschafka_Karl_1893_1928,73725.0
9484,http://www.wikidata.org/entity/Q60815276,P. Gregoris Kalemkiar,K/Kalemkiar_Gregoris_1862_1917,73247.0
9485,http://www.wikidata.org/entity/Q60815339,Franz Kargl,K/Kargl_Franz_1834_1902,73003.0
9486,http://www.wikidata.org/entity/Q60815524,Josef Khoss von Sternegg,K/Khoss-Sternegg_Josef_1862_1931,71728.0
9487,http://www.wikidata.org/entity/Q60815619,Adolf von Kissling,K/Kissling_Adolf_1841_1900,71432.0
9488,http://www.wikidata.org/entity/Q60815668,Johann Kleinpeter,K/Kleinpeter_Johann_1869_1916,71063.0
9489,http://www.wikidata.org/entity/Q60815732,Friedrich Klob,K/Klob_Friedrich_1836_1913,70749.0
9490,http://www.wikidata.org/entity/Q60815768,Alfred Klug,K/Klug_Alfred_1883_1944,70862.0
9491,http://www.wikidata.org/entity/Q60815816,Pius Knöll,K/Knoell_Pius_1844_1929,70392.0
9492,http://www.wikidata.org/entity/Q60815824,Norbert Knopp von Kirchwald,K/Knopp-Kirchwald_Norbert_1856_1913,70442.0
9493,http://www.wikidata.org/entity/Q60815828,Franz Knothe,K/Knothe_Franz_1847_1909,70451.0
9494,http://www.wikidata.org/entity/Q60815881,Alfred Kochanowski von Korwinau,K/Kochanowski-Korwinau_Alfred_1866_1930,69824.0
9495,http://www.wikidata.org/entity/Q60815912,Karl Koelbel,K/Koelbel_Karl_1834_1896,70058.0
9496,http://www.wikidata.org/entity/Q60815951,Moritz Koerner,K/Koerner_Moritz_1820_1876,69493.0
9497,http://www.wikidata.org/entity/Q60815962,P. Johann Ev. Kofler,K/Kofler_Johann-Ev_1875_1931,69601.0
9498,http://www.wikidata.org/entity/Q60816037,Jan Koliha,K/Koliha_Jan_1890_1939,69176.0
9499,http://www.wikidata.org/entity/Q60816045,Adolf Kollarz,K/Kollarz_Adolf_1853_1915,69214.0
9500,http://www.wikidata.org/entity/Q60816065,Johann Ev. Kometer,K/Kometer_Johann-Ev_1839_1904,69393.0
9501,http://www.wikidata.org/entity/Q60816099,Olga Kopetzky,K/Kopetzky_Olga_1870_1928,68840.0
9502,http://www.wikidata.org/entity/Q60816107,Leopold Kopler,K/Kopler_Leopold_1881_1933,68870.0
9503,http://www.wikidata.org/entity/Q60816118,Antoni Kozubowski,K/Kozubowski_Antoni_1805_1880,68127.0
9504,http://www.wikidata.org/entity/Q60816251,August Krcal,K/Krcal_August_1862_1894,67243.0
