item,itemLabel,oeblid
http://www.wikidata.org/entity/Q151476,Robert von Schneider,S/Schneider_Robert_1854_1909
http://www.wikidata.org/entity/Q148886,Bruno Schulz,S/Schulz_Bruno_1892_1942
http://www.wikidata.org/entity/Q154346,Jozef Tiso,T/Tiso_Jozef_1887_1947
http://www.wikidata.org/entity/Q162076,Gottfried Galston,G/Galston_Gottfried_1879_1950
http://www.wikidata.org/entity/Q159551,Ignaz Moscheles,M/Moscheles_Ignaz_1794_1870
http://www.wikidata.org/entity/Q157928,Maria Anna Mozart,M/Mozart_Maria-Anna_1751_1829
http://www.wikidata.org/entity/Q158354,Pavel Jozef Šafárik,S/Safarik_Pavel-Josef_1795_1861
http://www.wikidata.org/entity/Q163747,Felix Salten,S/Salten_Felix_1869_1945
http://www.wikidata.org/entity/Q175980,Hugo Charlemont,C/Charlemont_Hugo_1850_1939
http://www.wikidata.org/entity/Q181812,Philipp Jakob Riotte,R/Riotte_Philipp-Jakob_1776_1856
http://www.wikidata.org/entity/Q178349,Carlo Schmidl,S/Schmidl_Carlo_1859_1943
http://www.wikidata.org/entity/Q211392,Endre Ady,A/Ady_Andreas_1877_1919
http://www.wikidata.org/entity/Q203190,Karl Huß,H/Huss_Karl_1761_1838
http://www.wikidata.org/entity/Q202420,Cesare Lombroso,L/Lombroso_Cesare_1835_1909
http://www.wikidata.org/entity/Q196287,Mihajlo Pupin,P/Pupin_Michael-Idvorsky_1858_1935
http://www.wikidata.org/entity/Q194563,Paula Conrad,S/Schlenther_Paula_1860_1938
http://www.wikidata.org/entity/Q215610,Alfred Deutsch-German,D/Deutsch-German_Alfred_1870_1943
http://www.wikidata.org/entity/Q224941,Edmund Eysler,E/Eysler_Edmund_1874_1949
http://www.wikidata.org/entity/Q221903,Géza Gárdonyi,G/Gardonyi_Geza_1863_1922
http://www.wikidata.org/entity/Q220488,Mari Jászai,J/Jaszai_Marie_1850_1926
http://www.wikidata.org/entity/Q220550,Ján Kollár,K/Kollar_Jan_1793_1852
http://www.wikidata.org/entity/Q239214,Karl Goldmark,G/Goldmark_Karl_1830_1915
http://www.wikidata.org/entity/Q248230,Ludwig Aigner,A/Abafi_Lajos_1840_1909
http://www.wikidata.org/entity/Q261913,József Irinyi,I/Irinyi_Jozsef_1822_1859
http://www.wikidata.org/entity/Q252142,Ányos Jedlik,J/Jedlik_Anyos_1800_1895
http://www.wikidata.org/entity/Q256984,Henry Malter,M/Malter_Henry_1867_1925
http://www.wikidata.org/entity/Q249989,Agostino Gaetano Riboldi,R/Riboldi_Agostino-Gaetano_1839_1902
http://www.wikidata.org/entity/Q251217,Bertalan Székely,S/Szekely-Adamos_Bertalan_1835_1910
http://www.wikidata.org/entity/Q274815,Barbara Krafft,K/Krafft_Barbara_1764_1825
http://www.wikidata.org/entity/Q286674,Emília Márkus,M/Markus_Emilia_1860_1949
http://www.wikidata.org/entity/Q294066,Ödön Mihalovich,M/Mihalovich_Oedoen_1842_1929
http://www.wikidata.org/entity/Q276615,Gabriela Preissová,P/Preissova_Gabriela_1862_1946
http://www.wikidata.org/entity/Q282823,Tivadar Puskás,P/Puskas-Ditro_Tivadar_1844_1893
http://www.wikidata.org/entity/Q275478,Henriette Treffz-Chalupetzky,S/Strauss_Henriette_1818_1878
http://www.wikidata.org/entity/Q284565,"László Szőgyény-Marich, Sr.",S/Szoegyeny-Marich-Magyarszoegyen-Szolgaegyhaza_Laszlo_1806_1893
http://www.wikidata.org/entity/Q311535,Eugen Böhm von Bawerk,B/Boehm-Bawerk_Eugen_1851_1914
http://www.wikidata.org/entity/Q302900,Martin Georg Kovachich,K/Kovachich_Marton-Gyoergy_1744_1821
http://www.wikidata.org/entity/Q304031,Leopold Löw,L/Loew_Leopold_1811_1875
http://www.wikidata.org/entity/Q304825,Angelo Mai,M/Mai_Angelo_1782_1854
http://www.wikidata.org/entity/Q303893,Hugó Meltzl,M/Meltzl_Hugo_1846_1908
http://www.wikidata.org/entity/Q313061,Aurel Stein,S/Stein_Marc-Aurel_1862_1943
http://www.wikidata.org/entity/Q327081,Josef Krasoslav Chmelenský,C/Chmelensky_Josef-Krasoslav_1800_1839
http://www.wikidata.org/entity/Q326466,Gyula Farkas,F/Farkas_Julius_1847_1930
http://www.wikidata.org/entity/Q330317,Adolf Fischhof,F/Fischhof_Adolf_1816_1893
http://www.wikidata.org/entity/Q327322,Otakar Hostinský,H/Hostinsky_Otakar_1847_1910
http://www.wikidata.org/entity/Q327491,Jan Urban Jarník,J/Jarnik_Jan-Urban_1848_1923
http://www.wikidata.org/entity/Q327801,Alajos Károlyi,K/Karolyi_Alajos_1823_1889
http://www.wikidata.org/entity/Q325050,Anton Kolig,K/Kolig_Anton_1886_1950
http://www.wikidata.org/entity/Q323521,Carl Kundmann,K/Kundmann_Karl_1838_1919
http://www.wikidata.org/entity/Q1373606,Eugène Guillaume Alexis von Mercy-Argenteau,A/Argenteau_Eugen_1741_1819
http://www.wikidata.org/entity/Q1397292,Georg von Högelmüller,H/Hoegelmueller_Georg_1770_1826
http://www.wikidata.org/entity/Q1383201,Ján Hollý,H/Holly_Jan_1785_1849
http://www.wikidata.org/entity/Q1383245,Franziska von Kapff-Essenther,K/Kapff_Franziska_1849_1899
http://www.wikidata.org/entity/Q1375563,Jaroslav Kocian,K/Kocian_Jaroslav_1883_1950
http://www.wikidata.org/entity/Q1396587,Johann Korbuly,K/Korbuly_Johann_1860_1919
http://www.wikidata.org/entity/Q1364458,Otto Nußbaumer,N/Nussbaumer_Otto_1876_1930
http://www.wikidata.org/entity/Q1373022,Eugen von Ransonnet-Villez,R/Ransonnet-Villez_Eugen_1838_1926
http://www.wikidata.org/entity/Q1376646,Jakub Schikaneder,S/Schikaneder_Jakub_1855_1924
http://www.wikidata.org/entity/Q1384311,Leopold Steiner,S/Steiner_Leopold_1857_1927
http://www.wikidata.org/entity/Q1383717,Josef Unger,U/Unger_Josef_1846_1922
http://www.wikidata.org/entity/Q1402182,Alois Winkler,W/Winkler_Alois_1838_1925
http://www.wikidata.org/entity/Q1446158,Franz Bachinger,B/Bachinger_Franz_1892_1938
http://www.wikidata.org/entity/Q1446043,Franz Anton Alexander von Braune,B/Braune_Franz-Anton_1766_1853
http://www.wikidata.org/entity/Q1418756,Klemens Brosch,B/Brosch_Klemens_1894_1926
http://www.wikidata.org/entity/Q1421326,Alfonso Canciani,C/Canciani_Alfonso_1863_
http://www.wikidata.org/entity/Q1425086,Raban von Canstein,C/Canstein_Raban_1845_1911
http://www.wikidata.org/entity/Q1446619,Franz Egger,E/Egger_Franz_1836_1918
http://www.wikidata.org/entity/Q1431434,Franz Gruber-Gleichenberg,G/Gruber-Gleichenberg_Franz_1886_1940
http://www.wikidata.org/entity/Q1447045,Franz Habermann,H/Habermann_Franz_1788_1866
http://www.wikidata.org/entity/Q1447459,Franz Jaschke,J/Jaschke_Franz_1862_1910
http://www.wikidata.org/entity/Q1429771,Florian Kratschmer von Forstburg,K/Kratschmer-Forstburg_Florian_1843_1922
http://www.wikidata.org/entity/Q1415414,Friedrich Johann Gottlieb Lieder,L/Lieder_Friedrich-Johann-Gottlieb_1780_1859
http://www.wikidata.org/entity/Q1405992,Ferdinand von Lobkowitz,L/Lobkowitz_Ferdinand_1797_1868
http://www.wikidata.org/entity/Q1415378,Johann Loserth,L/Loserth_Johann_1846_1936
http://www.wikidata.org/entity/Q1442129,Franz Neuhofer,N/Neuhofer_Franz-Karl_1870_1949
http://www.wikidata.org/entity/Q1445656,František Pošepný,P/Posepny_Franz_1836_1895
http://www.wikidata.org/entity/Q1407979,Karl Prokop Reitenberger,R/Reitenberger_Kaspar-Karl_1779_1860
http://www.wikidata.org/entity/Q1405729,Ferdinand Runk,R/Runk_Franz-Ferdinand_1764_1834
http://www.wikidata.org/entity/Q1411031,Moriz Schadek,S/Schadek_Moriz_1840_1928
http://www.wikidata.org/entity/Q1424677,Josef Schantl,S/Schantl_Josef-Hermann_1842_1902
http://www.wikidata.org/entity/Q1405753,Ferdinand Schirnböck,S/Schirnboeck_Ferdinand_1859_1930
http://www.wikidata.org/entity/Q1445684,František Vincenc Tuček,T/Tucek_Vincenc_1773_1821
http://www.wikidata.org/entity/Q1413681,Manfréd Weiss,W/Weiss-Csepel_Manfred_1857_1922
http://www.wikidata.org/entity/Q1484151,Karl von Belrupt-Tissac,B/Belrupt-Tissac_Karl_1826_1903
http://www.wikidata.org/entity/Q1461022,Friedrich Martin Berwerth,B/Berwerth_Friedrich-Martin_1850_1918
http://www.wikidata.org/entity/Q1474451,Konrad Fischnaler,F/Fischnaler_Konrad_1855_1941
http://www.wikidata.org/entity/Q1459280,Friedrich Goldscheider,G/Goldscheider_Friedrich_1845_1897
http://www.wikidata.org/entity/Q1488557,Johann Karl Hellmer,H/Hellmer_Johann-Karl_1880_1950
http://www.wikidata.org/entity/Q1460038,Friedrich Jaksch,J/Jaksch_Friedrich_1894_1945
http://www.wikidata.org/entity/Q1489876,Gabriel von Jessernig,J/Jessernigg_Gabriel_1818_1887
http://www.wikidata.org/entity/Q1462916,Giuseppe Jung,J/Jung_Giuseppe_1845_1924
http://www.wikidata.org/entity/Q1447792,Franz Kink,K/Kink_Franz_1790_1862
http://www.wikidata.org/entity/Q1449665,Franz Xaver Kreuter,K/Kreuter_Franz-Xaver_1842_1930
http://www.wikidata.org/entity/Q1457066,Friederike Kronau,K/Kronau_Friederike_1841_1918
http://www.wikidata.org/entity/Q1447948,Franz Kupelwieser,K/Kupelwieser_Franz_1830_1903
http://www.wikidata.org/entity/Q1467409,Fritz L’Allemand,L/Lallemand_Friedrich_1812_1866
http://www.wikidata.org/entity/Q1466245,Fritz Franz Maier,M/Maier_Fritz-Franz_1844_1926
http://www.wikidata.org/entity/Q1448162,Franz Mannsbarth,M/Mannsbarth_Franz_1877_1950
http://www.wikidata.org/entity/Q1449956,Franz von Merveldt,M/Merveldt_Franz_1844_1916
http://www.wikidata.org/entity/Q1472006,Kelemen Ováry,O/Ovari_Kelemen_1844_1925
http://www.wikidata.org/entity/Q1448557,Franz Pichler,P/Pichler_Franz_1866_1919
http://www.wikidata.org/entity/Q1448574,Franz Plattner,P/Plattner_Franz_1825_1887
http://www.wikidata.org/entity/Q1448599,Franz Preidl von Hassenbrunn,P/Preidl-Hassenbrunn_Franz_1810_1889
http://www.wikidata.org/entity/Q1474459,Matthäus Schiestl,S/Schiestl_Matthaeus_1869_1939
http://www.wikidata.org/entity/Q1462140,Friedrich Schönborn,S/Schoenborn_Friedrich_1841_1907
http://www.wikidata.org/entity/Q1462157,Friedrich Schürer von Waldheim,S/Schuerer-Waldheim_Fritz_1866_1935
http://www.wikidata.org/entity/Q1490745,Theodor Reinhold Schütze,S/Schuetze_Theodor-Reinhold_1827_1897
http://www.wikidata.org/entity/Q1448839,Franz Sales Schwarz,S/Schwarz_Franz-Sales_1849_1912
http://www.wikidata.org/entity/Q1468357,Fritz Schwarz-Waldegg,S/Schwarz-Waldegg_Fritz_1889_1942
http://www.wikidata.org/entity/Q1449736,Franz Xaver Setzer,S/Setzer_Franz-Xav_1886_1939
http://www.wikidata.org/entity/Q1448197,Franz Martin Seuffert,S/Seuffert_Franz-Martin_1773_1847
http://www.wikidata.org/entity/Q1449081,Franz Siller,S/Siller_Franz_1893_1924
http://www.wikidata.org/entity/Q1462416,Friedrich Strampfer,S/Strampfer_Friedrich_1823_1890
http://www.wikidata.org/entity/Q1468554,Fritz Straßni,S/Strassni_Fritz_1868_1942
http://www.wikidata.org/entity/Q1465540,Gyula Wälder,W/Waelder_Gyula_1884_1944
http://www.wikidata.org/entity/Q1463536,László Wagner,W/Wagner-Zolyom_Laszlo_1841_1888
http://www.wikidata.org/entity/Q1463652,Pál Wallaszky,W/Wallaszky_Pal_1742_1824
http://www.wikidata.org/entity/Q1463813,Johann Warga,W/Warga-Szigeth_Janos_1804_1875
http://www.wikidata.org/entity/Q1464805,Heinrich David Wilckens,W/Wilckens_Heinrich-David_1763_1832
http://www.wikidata.org/entity/Q1465291,Fülöp Wodianer,W/Wodianer-Vasarhely_Fueloep_1820_1899
http://www.wikidata.org/entity/Q1503534,Georg Altmütter,A/Altmuetter_Georg_1787_1858
http://www.wikidata.org/entity/Q1531239,Alexander Baumann,B/Baumann_Alexander-Moritz_1814_1857
http://www.wikidata.org/entity/Q1525952,Giovanni Beltrami,B/Beltrami_Giovanni_1777_1854
http://www.wikidata.org/entity/Q1528743,Giuseppe de Fabris,D/Defabris_Giuseppe_1790_1860
http://www.wikidata.org/entity/Q1504546,Georg Göth,G/Goeth_Georg_1803_1873
http://www.wikidata.org/entity/Q1531588,Victor Hadwiger,H/Hadwiger_Viktor_1878_1911
http://www.wikidata.org/entity/Q1519561,Josef Henrich,H/Henrich_Josef_1879_1943
http://www.wikidata.org/entity/Q1515579,Gertrud Herzog-Hauser,H/Herzog-Hauser_Gertrud_1894_1953
http://www.wikidata.org/entity/Q1518124,Rudolf Hirsch,H/Hirsch_Rudolf_1816_1872
http://www.wikidata.org/entity/Q1507535,Rudolph Hittmair,H/Hittmair_Rudolf_1859_1915
http://www.wikidata.org/entity/Q1504913,Georg Juffinger,J/Juffinger_Georg_1853_1913
http://www.wikidata.org/entity/Q1505294,Georg Mader,M/Mader_Georg_1824_1881
http://www.wikidata.org/entity/Q1503098,Joseph Georg Meinert,M/Meinert_Joseph-Georg_1773_1844
http://www.wikidata.org/entity/Q1522031,Karl Wilhelm Meixner,M/Meixner_Karl-Wilhelm_1815_1888
http://www.wikidata.org/entity/Q1531637,Richard Reisch,R/Reisch_Richard_1866_1938
http://www.wikidata.org/entity/Q1518657,Josef Rint,R/Rint_Joseph_1838_1876
http://www.wikidata.org/entity/Q1543566,Gustav Adolph von Schoeller,S/Schoeller_Gustav-Adolph_1826_1889
http://www.wikidata.org/entity/Q1537642,Leopold Spielmann,S/Spielmann_Leopold_1881_1941
http://www.wikidata.org/entity/Q1535228,Rudolf Wiszkoczil,W/Werian_Rudolf_1870_1925
http://www.wikidata.org/entity/Q1539508,Gottfried Wilda,W/Wilda_Gottfried-Johann-August_1862_1911
http://www.wikidata.org/entity/Q1555686,Gustav Braun,B/Braun_Gustav_1829_1911
http://www.wikidata.org/entity/Q1560135,Joseph Julius Czermak,C/Czermak_Joseph-Julius_1799_1851
http://www.wikidata.org/entity/Q1551072,Alfred Dallinger,D/Dallinger_Alfred_1926_1989
http://www.wikidata.org/entity/Q1579356,Hans Eppinger senior,E/Eppinger_Hans_1846_1916
http://www.wikidata.org/entity/Q1556321,Gustav Robert Groß,G/Gross_Gustav-Robert_1823_1890
http://www.wikidata.org/entity/Q1555879,Gustav Gugitz,G/Gugitz_Gustav_1836_1882
http://www.wikidata.org/entity/Q1580644,Hans Kadich von Pferd,K/Kadich-Pferd_Hans_1864_1909
http://www.wikidata.org/entity/Q1547021,Kovács Márk János,K/Kovacs_Markus_1782_1854
http://www.wikidata.org/entity/Q1550417,Ludwig von Kurz zum Thurn und Goldenstein,K/Kurz-Thurn-Goldenstein_Ludwig_1850_1939
http://www.wikidata.org/entity/Q1100363,Clementine von Schuch-Proska,S/Schuch_Clementine_1850_1932
http://www.wikidata.org/entity/Q1083404,Valentin Vodnik,V/Vodnik_Valentin_1758_1819
http://www.wikidata.org/entity/Q1122947,Ödön Kállay,K/Kallay_Oedoen_1815_1879
http://www.wikidata.org/entity/Q1123475,György Károlyi,K/Karolyi_Gyoergy_1802_1877
http://www.wikidata.org/entity/Q1116296,Ferenc Komlóssy,K/Komlossy_Ferenc_1797_1860
http://www.wikidata.org/entity/Q1118797,József Kopácsy,K/Kopacsy_Jozsef_1775_1847
http://www.wikidata.org/entity/Q1119277,János Korponay,K/Korponay-Komonka_Janos_1817_1881
http://www.wikidata.org/entity/Q1120296,Lajos Kovács,K/Kovacs_Lajos_1812_1890
http://www.wikidata.org/entity/Q1127638,Demeter Laky,L/Laky_Janos-Demeter_1818_1902
http://www.wikidata.org/entity/Q1128285,Mihály Latkócz,L/Latkoczy_Mihaly_1857_1906
http://www.wikidata.org/entity/Q1128547,Lajos Lechner,L/Lechner_Lajos_1833_1897
http://www.wikidata.org/entity/Q1128951,Márton Lendvay,L/Lendvay_Marton_1807_1858
http://www.wikidata.org/entity/Q1129132,Ignác Lenk,L/Lenk-Treuenfeld_Ignaz_1766_1842
http://www.wikidata.org/entity/Q1145297,Curt Rotter,R/Rotter_Kurt_1881_1945
http://www.wikidata.org/entity/Q1160114,Adolf Ferenc Láng,L/Lang_Adolf-Ferenc_1795_1863
http://www.wikidata.org/entity/Q1160167,Samuel Lányi,L/Lanyi_Samuel_1791_1845
http://www.wikidata.org/entity/Q1160366,Gyula Lázár,L/Lazar_Gyula_1841_1912
http://www.wikidata.org/entity/Q1160438,Károly Légrády,L/Legrady_Karoly_1834_1903
http://www.wikidata.org/entity/Q1160569,Lajos Lóczy,L/Loczy_Lajos_1849_1920
http://www.wikidata.org/entity/Q1159839,Sándor Lukácsy,L/Lukacsy_Sandor_1835_1907
http://www.wikidata.org/entity/Q1163876,József Mack,M/Mack_Jozsef_1810_1868
http://www.wikidata.org/entity/Q1180650,Sándor(Alexander) Mágocsy-Dietz,M/Magocsy-Dietz_Sandor_1855_1945
http://www.wikidata.org/entity/Q1163478,Johann Mailáth,M/Mailath-Szekhely_Janos_1786_1855
http://www.wikidata.org/entity/Q1165536,Iwan Markovits,M/Markovits_Ivan-Theodor_1838_1893
http://www.wikidata.org/entity/Q1166748,Sándor Matlekovits,M/Matlekovits_Sandor_1842_1925
http://www.wikidata.org/entity/Q1177065,Josef Miklossy,M/Miklossy_Josef_1792_1841
http://www.wikidata.org/entity/Q1177980,Mita Popović,P/Popovic_Mita_1841_1888
http://www.wikidata.org/entity/Q1176543,David Schnur,S/Schnur_David_1882_1948
http://www.wikidata.org/entity/Q1184687,Lőrinc Tóth,T/Toth_Loerinc_1814_1903
http://www.wikidata.org/entity/Q1225959,Dimitrija Demeter,D/Demeter_Dimitrija_1811_1872
http://www.wikidata.org/entity/Q1233573,Johann Conrad Fischer,F/Fischer_Johann-Conrad_1773_1854
http://www.wikidata.org/entity/Q1228963,Dismas Kuhn,K/Kuhn_Dismas_1834_1894
http://www.wikidata.org/entity/Q1215135,József Nagysándor,N/Nagy-Sandor_Jozsef_1804_1849
http://www.wikidata.org/entity/Q1217642,Ferenc Ney,N/Ney_Ferenc_1814_1889
http://www.wikidata.org/entity/Q1222953,Károly Obernyik,O/Obernyik_Karoly_1814_1855
http://www.wikidata.org/entity/Q1225341,Pál Ordódy,O/Ordody-Ordod_Pal_1822_1885
http://www.wikidata.org/entity/Q1231810,Adolf Pechány,P/Pechany_Adolf_1859_1942
http://www.wikidata.org/entity/Q1233476,Frigyes Pesty,P/Pesty_Frigyes_1823_1889
http://www.wikidata.org/entity/Q1237246,Domenico Rossetti,R/Rossetti-Scander_Domenico_1774_1842
http://www.wikidata.org/entity/Q1236199,Josef Strasser,S/Strasser_Josef_1870_1935
http://www.wikidata.org/entity/Q1258506,Robert von Bayer,B/Bayer_Karl-Emmerich-Robert_1835_1902
http://www.wikidata.org/entity/Q1237782,Dominik Ertl,E/Ertl_Dominik_1857_1911
http://www.wikidata.org/entity/Q1244413,Franz Hemala,H/Hemala_Franz_1877_1943
http://www.wikidata.org/entity/Q1248597,Jaroslav Jeremiáš,J/Jeremias_Jaroslav_1889_1919
http://www.wikidata.org/entity/Q1280886,Richard Lichtenstern,L/Lichtenstern_Richard_1870_1937
http://www.wikidata.org/entity/Q1245823,Julius Ofner,O/Ofner_Julius_1845_1924
http://www.wikidata.org/entity/Q1242048,Albert Pálffy,P/Palffy_Albert_1820_1897
http://www.wikidata.org/entity/Q1250334,Joachim Perinet,P/Perinet_Joachim_1763_1816
http://www.wikidata.org/entity/Q1237824,Frigyes Podmaniczky,P/Podmaniczky-Aszod-Podmanin_Frigyes_1824_1907
http://www.wikidata.org/entity/Q1241482,Josef Pommer,P/Pommer_Josef_1845_1918
http://www.wikidata.org/entity/Q1260584,Alfred Přibram,P/Pribram_Alfred_1841_1912
http://www.wikidata.org/entity/Q1241522,Béla Pukánszky,P/Pukanszky_Bela_1859_1899
http://www.wikidata.org/entity/Q1266850,Josip Račić,R/Racic_Josip_1885_1908
http://www.wikidata.org/entity/Q1245083,György Radácsi,R/Radacsi_Gyoergy_1846_1928
http://www.wikidata.org/entity/Q1252473,Jenő Rákosi,R/Rakosi-Mindszent_Jenoe_1842_1929
http://www.wikidata.org/entity/Q1251093,Josef Řebíček,R/Rebicek_Josef_1844_1904
http://www.wikidata.org/entity/Q1268894,Hermann Stauder,S/Stauder_Hermann_1877_1937
http://www.wikidata.org/entity/Q1238999,Emil Thewrek von Ponor,T/Thewrewk-Ponor_Emil_1838_1917
http://www.wikidata.org/entity/Q1263240,Karl Ullmann,U/Ullmann_Karl_1860_1940
http://www.wikidata.org/entity/Q1251968,Károly Vadnai,V/Vadnai-Sajokazal-Vadna_Karoly_1832_1902
http://www.wikidata.org/entity/Q1246559,Alexander Wielemans von Monteforte,W/Wielemans-Monteforte_Alexander_1843_1911
http://www.wikidata.org/entity/Q1287896,Eduard Ameseder,A/Ameseder_Eduard_1856_1939
http://www.wikidata.org/entity/Q1290553,Eduard von Bach,B/Bach_Eduard_1815_1884
http://www.wikidata.org/entity/Q1288414,Adolf von Catty,C/Catty_Adolf_1823_1897
http://www.wikidata.org/entity/Q1329373,Gottlieb August Crüwell,C/Cruewell_Gottlieb-August_1866_1931
http://www.wikidata.org/entity/Q1307435,Felix Fischer,F/Fischer_Felix_1855_1927
http://www.wikidata.org/entity/Q1289033,Eduard Klischnigg,K/Klischnigg_Eduard_1813_1877
http://www.wikidata.org/entity/Q1289139,Eduard Leisching,L/Leisching_Eduard_1858_1938
http://www.wikidata.org/entity/Q1289195,Eduard Lucerna,L/Lucerna_Eduard_1869_1944
http://www.wikidata.org/entity/Q1302691,Victor Luntz,L/Luntz_Victor_1840_1903
http://www.wikidata.org/entity/Q1306313,Alois Mrštík,M/Mrstik_Alois_1861_1925
http://www.wikidata.org/entity/Q1298340,Konstantin Reitz,R/Reitz_Konstantin_1817_1853
http://www.wikidata.org/entity/Q1293670,Károly Szabó,S_43/Szabo_Karoly_1824_1890
http://www.wikidata.org/entity/Q1286010,István Schenek,S/Schenek-Tasnad_Istvan_1830_1909
http://www.wikidata.org/entity/Q1286377,Ágost Schöpf-Merei,S/Schoepf-Merei_Agoston_1805_1858
http://www.wikidata.org/entity/Q1290110,Karl Somogyi,S/Somogyi-Csizmazia_Karl_1811_1888
http://www.wikidata.org/entity/Q1291609,Gyula Stetka,S/Stetka_Gyula_1855_1925
http://www.wikidata.org/entity/Q1293670,Károly Szabó,S/Szabo_Karoly_1824_1890
http://www.wikidata.org/entity/Q1293326,Miksa Szabolcsi,S/Szabolcsi_Max_1857_1915
http://www.wikidata.org/entity/Q1301544,Gyula Szász,S/Szasz_Gyula_1850_1904
http://www.wikidata.org/entity/Q1296076,János Szendrei,S/Szendrei-Mindszent_Janos_1857_1927
http://www.wikidata.org/entity/Q1298822,Ferenc Szinnyei,S/Szinnyei_Ferenc_1875_1947
http://www.wikidata.org/entity/Q1320269,Gusztáv Thirring,T/Thirring_Gusztav-Adolf_1861_1941
http://www.wikidata.org/entity/Q1327759,József Törley,T/Toerley-Csantaver_Jozsef_1858_1907
http://www.wikidata.org/entity/Q1328266,Pál Török,T/Toeroek_Pal_1808_1883
http://www.wikidata.org/entity/Q1328220,János Török,T/Toeroek-Csaford-Jobbahaza_Janos_1809_1874
http://www.wikidata.org/entity/Q1324286,Leopold Trebitsch,T/Trebitsch_Leopold_1842_1906
http://www.wikidata.org/entity/Q1289340,Leopold Waber,W/Waber_Leopold_1875_1945
http://www.wikidata.org/entity/Q1337974,Emma Adler,A/Adler_Emma_1858_1935
http://www.wikidata.org/entity/Q1337085,Emil von Förster,F/Foerster_Emil_1838_1909
http://www.wikidata.org/entity/Q1358994,Ernst Klimt,K/Klimt_Ernst_1864_1892
http://www.wikidata.org/entity/Q1352594,Erich Klusemann,K/Klusemann_Erich_1867_1925
http://www.wikidata.org/entity/Q1334228,Elvine de La Tour,L/Latour-Voivre_Elvine_1841_1916
http://www.wikidata.org/entity/Q1336649,Emil Pfersche,P/Pfersche_Emil_1854_1916
http://www.wikidata.org/entity/Q1359806,Ernst Polak,P/Polak_Ernst_1886_1947
http://www.wikidata.org/entity/Q1357393,Ernst August Pribram,P/Pribram_Ernst-August_1879_1940
http://www.wikidata.org/entity/Q1359900,Ernst Reiterer,R/Reiterer_Ernst_1851_1923
http://www.wikidata.org/entity/Q1330647,Leander Russ,R/Russ_Leander_1809_1864
http://www.wikidata.org/entity/Q1362774,Rudolf Robert Schmidt,S/Schmid_Rudolf_1865_1928
http://www.wikidata.org/entity/Q1345578,Robert Whitehead,W/Whitehead_Robert_1823_1905
http://www.wikidata.org/entity/Q1574282,Paulus Lieger,L/Lieger_Paulus_1865_1944
http://www.wikidata.org/entity/Q1582112,Hans Rubritius,R/Rubritius_Hans_1876_1943
http://www.wikidata.org/entity/Q1582731,Hans Temple,T/Temple_Hans_1857_1931
http://www.wikidata.org/entity/Q1599460,Heinrich von Attems-Petzenstein,A/Attems-Petzenstein_Heinrich_1834_1909
http://www.wikidata.org/entity/Q1610686,Hermann Bielohlawek,B/Bielohlawek_Hermann_1861_1918
http://www.wikidata.org/entity/Q1595034,Alexander Krakauer,K/Krakauer_Alexander_1866_1894
http://www.wikidata.org/entity/Q1623842,Leonhard von Liebener,L/Liebener-Monte-Cristallo_Leonhard_1800_1869
http://www.wikidata.org/entity/Q1613261,Hermann von Littrow,L/Littrow_Hermann_1858_1931
http://www.wikidata.org/entity/Q1613605,Hermine Medelsky,M/Medelsky_Hermine_1884_1940
http://www.wikidata.org/entity/Q1598331,Heinrich Mitteis,M/Mitteis_Heinrich_1889_1952
http://www.wikidata.org/entity/Q1610869,Gideon Petz,P/Petz_Gedeon_1863_1943
http://www.wikidata.org/entity/Q1610178,Vojtěch Říhovský,R/Rihovsky_Vojtech_1871_1950
http://www.wikidata.org/entity/Q1616945,Max Schmidt,S/Schmid_Max_1861_1935
http://www.wikidata.org/entity/Q1606546,Josua Höschel Schorr,S/Schorr_Osias-Heschel_1814_1895
http://www.wikidata.org/entity/Q1612671,Hermann Schubert,S/Schubert_Hermann_1826_1892
http://www.wikidata.org/entity/Q1609849,Otto Wagner junior,W/Wagner_Otto-Emerich_1864_1945
http://www.wikidata.org/entity/Q1615601,Alfred Walheim,W/Walheim_Alfred_1874_1945
http://www.wikidata.org/entity/Q1648467,Karl von Bigot de Saint-Quentin,B/Bigot-Saint-Quentin_Karl_1805_1884
http://www.wikidata.org/entity/Q1634945,Hugo Darnaut,D/Darnaut-Fix_Hugo_1851_1937
http://www.wikidata.org/entity/Q1635341,Hugo Kremer von Auenrode,K/Kremer-Auenrode_Hugo_1833_1888
http://www.wikidata.org/entity/Q1657199,Ignac Kristijanović,K/Kristijanovic_Ignjat_1796_1884
http://www.wikidata.org/entity/Q1647467,Richard Lorenz,L/Lorenz_Richard_1863_1929
http://www.wikidata.org/entity/Q1674065,Joseph Machold,M/Machold_Joseph_1824_1889
http://www.wikidata.org/entity/Q1670678,Franz Alexander Pössinger,P/Poessinger_Franz-Alexander_1767_1827
http://www.wikidata.org/entity/Q1657512,Ignaz Rojacher,R/Rojacher_Ignaz_1844_1891
http://www.wikidata.org/entity/Q1657528,Ignaz Rungaldier,R/Rungaldier_Ignaz_1799_1876
http://www.wikidata.org/entity/Q1657520,Ignaz Schustala der Jüngere,S/Schustala_Ignaz_1862_1914
http://www.wikidata.org/entity/Q1673434,Isaac Mayer Wise,W/Wise_Isaac-Mayer_1819_1900
